movie_id,title,genres,id,year,clean_title,average_rating,ratings_count
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,145,1995.0,Bad Boys,3.2450980392156863,51
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,146,1995.0,"Amazing Panda Adventure, The",3.3333333333333335,3
147,"Basketball Diaries, The (1995)",Drama,147,1995.0,"Basketball Diaries, The",3.466666666666667,15
148,"Awfully Big Adventure, An (1995)",Drama,148,1995.0,"Awfully Big Adventure, An",5.0,1
149,Amateur (1994),Crime|Drama|Thriller,149,1994.0,Amateur,2.0,1
150,Apollo 13 (1995),Adventure|Drama|IMAX,150,1995.0,Apollo 13,3.845771144278607,201
151,Rob Roy (1995),Action|Drama|Romance|War,151,1995.0,Rob Roy,3.5454545454545454,44
152,"Addiction, The (1995)",Drama|Horror,152,1995.0,"Addiction, The",1.5,2
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,153,1995.0,Batman Forever,2.9160583941605838,137
154,Beauty of the Day (Belle de jour) (1967),Drama,154,1967.0,Beauty of the Day (Belle de jour),3.875,12
155,Beyond Rangoon (1995),Adventure|Drama|War,155,1995.0,Beyond Rangoon,2.4166666666666665,6
156,Blue in the Face (1995),Comedy|Drama,156,1995.0,Blue in the Face,3.3333333333333335,3
157,Canadian Bacon (1995),Comedy|War,157,1995.0,Canadian Bacon,2.8636363636363638,11
158,Casper (1995),Adventure|Children,158,1995.0,Casper,2.806451612903226,62
159,Clockers (1995),Crime|Drama|Mystery,159,1995.0,Clockers,2.892857142857143,14
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,160,1995.0,Congo,2.8771929824561404,57
161,Crimson Tide (1995),Drama|Thriller|War,161,1995.0,Crimson Tide,3.6359223300970873,103
162,Crumb (1994),Documentary,162,1994.0,Crumb,4.205882352941177,17
163,Desperado (1995),Action|Romance|Western,163,1995.0,Desperado,3.5606060606060606,66
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,164,1995.0,Devil in a Blue Dress,3.3214285714285716,14
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,165,1995.0,Die Hard: With a Vengeance,3.5555555555555554,144
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,166,1995.0,"Doom Generation, The",2.8333333333333335,3
168,First Knight (1995),Action|Drama|Romance,168,1995.0,First Knight,3.0833333333333335,54
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,169,1995.0,Free Willy 2: The Adventure Home,2.4,10
170,Hackers (1995),Action|Adventure|Crime|Thriller,170,1995.0,Hackers,3.2285714285714286,35
171,Jeffrey (1995),Comedy|Drama,171,1995.0,Jeffrey,3.8333333333333335,6
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,172,1995.0,Johnny Mnemonic,2.6792452830188678,53
173,Judge Dredd (1995),Action|Crime|Sci-Fi,173,1995.0,Judge Dredd,2.6693548387096775,62
174,Jury Duty (1995),Comedy,174,1995.0,Jury Duty,2.7,10
175,Kids (1995),Drama,175,1995.0,Kids,3.975,20
176,Living in Oblivion (1995),Comedy,176,1995.0,Living in Oblivion,4.3076923076923075,13
177,Lord of Illusions (1995),Horror,177,1995.0,Lord of Illusions,2.75,8
178,Love & Human Remains (1993),Comedy|Drama,178,1993.0,Love & Human Remains,1.0,1
179,Mad Love (1995),Drama|Romance,179,1995.0,Mad Love,1.5,2
180,Mallrats (1995),Comedy|Romance,180,1995.0,Mallrats,3.4027777777777777,36
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,181,1995.0,Mighty Morphin Power Rangers: The Movie,2.264705882352941,17
183,Mute Witness (1994),Comedy|Horror|Thriller,183,1994.0,Mute Witness,3.5,2
184,Nadja (1994),Drama,184,1994.0,Nadja,3.5,2
185,"Net, The (1995)",Action|Crime|Thriller,185,1995.0,"Net, The",3.0401785714285716,112
186,Nine Months (1995),Comedy|Romance,186,1995.0,Nine Months,2.8229166666666665,48
187,Party Girl (1995),Comedy,187,1995.0,Party Girl,4.125,4
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,188,1995.0,"Prophecy, The",3.4583333333333335,12
189,Reckless (1995),Comedy|Fantasy,189,1995.0,Reckless,3.0,1
190,Safe (1995),Thriller,190,1995.0,Safe,2.8,5
191,"Scarlet Letter, The (1995)",Drama|Romance,191,1995.0,"Scarlet Letter, The",2.4166666666666665,6
193,Showgirls (1995),Drama,193,1995.0,Showgirls,2.4714285714285715,35
194,Smoke (1995),Comedy|Drama,194,1995.0,Smoke,3.6666666666666665,18
195,Something to Talk About (1995),Comedy|Drama|Romance,195,1995.0,Something to Talk About,3.1,10
196,Species (1995),Horror|Sci-Fi,196,1995.0,Species,2.6666666666666665,45
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,198,1995.0,Strange Days,3.25,28
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,199,1964.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",4.125,4
201,Three Wishes (1995),Drama|Fantasy,201,1995.0,Three Wishes,3.0,1
202,Total Eclipse (1995),Drama|Romance,202,1995.0,Total Eclipse,3.0,1
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,203,1995.0,"To Wong Foo, Thanks for Everything! Julie Newmar",3.4318181818181817,22
204,Under Siege 2: Dark Territory (1995),Action,204,1995.0,Under Siege 2: Dark Territory,2.716666666666667,30
205,Unstrung Heroes (1995),Comedy|Drama,205,1995.0,Unstrung Heroes,3.1666666666666665,9
206,Unzipped (1995),Documentary,206,1995.0,Unzipped,3.0,2
207,"Walk in the Clouds, A (1995)",Drama|Romance,207,1995.0,"Walk in the Clouds, A",3.4285714285714284,21
208,Waterworld (1995),Action|Adventure|Sci-Fi,208,1995.0,Waterworld,2.9130434782608696,115
209,White Man's Burden (1995),Drama,209,1995.0,White Man's Burden,3.1666666666666665,3
210,Wild Bill (1995),Western,210,1995.0,Wild Bill,3.0,4
211,"Browning Version, The (1994)",Drama,211,1994.0,"Browning Version, The",3.5,2
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,212,1995.0,Bushwhacked,3.0,3
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,213,1994.0,Burnt by the Sun (Utomlyonnye solntsem),3.8333333333333335,6
214,Before the Rain (Pred dozhdot) (1994),Drama|War,214,1994.0,Before the Rain (Pred dozhdot),4.0,2
215,Before Sunrise (1995),Drama|Romance,215,1995.0,Before Sunrise,4.041666666666667,24
216,Billy Madison (1995),Comedy,216,1995.0,Billy Madison,3.326530612244898,49
217,"Babysitter, The (1995)",Drama|Thriller,217,1995.0,"Babysitter, The",2.3333333333333335,6
218,Boys on the Side (1995),Comedy|Drama,218,1995.0,Boys on the Side,3.4285714285714284,14
219,"Cure, The (1995)",Drama,219,1995.0,"Cure, The",3.0,1
220,Castle Freak (1995),Horror,220,1995.0,Castle Freak,3.0,1
222,Circle of Friends (1995),Drama|Romance,222,1995.0,Circle of Friends,3.75,16
223,Clerks (1994),Comedy,223,1994.0,Clerks,3.855769230769231,104
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,224,1995.0,Don Juan DeMarco,3.6125,40
225,Disclosure (1994),Drama|Thriller,225,1994.0,Disclosure,3.5384615384615383,52
227,Drop Zone (1994),Action|Thriller,227,1994.0,Drop Zone,2.8636363636363638,22
228,Destiny Turns on the Radio (1995),Comedy,228,1995.0,Destiny Turns on the Radio,2.3333333333333335,3
229,Death and the Maiden (1994),Drama|Thriller,229,1994.0,Death and the Maiden,3.4285714285714284,7
230,Dolores Claiborne (1995),Drama|Thriller,230,1995.0,Dolores Claiborne,3.3958333333333335,24
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,231,1994.0,Dumb & Dumber (Dumb and Dumber),3.0601503759398496,133
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,232,1994.0,Eat Drink Man Woman (Yin shi nan nu),3.892857142857143,14
233,Exotica (1994),Drama,233,1994.0,Exotica,3.5,12
234,Exit to Eden (1994),Comedy,234,1994.0,Exit to Eden,2.588235294117647,17
235,Ed Wood (1994),Comedy|Drama,235,1994.0,Ed Wood,3.6785714285714284,70
236,French Kiss (1995),Action|Comedy|Romance,236,1995.0,French Kiss,3.477777777777778,45
237,Forget Paris (1995),Comedy|Romance,237,1995.0,Forget Paris,3.340909090909091,22
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,238,1995.0,Far From Home: The Adventures of Yellow Dog,4.0,2
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,239,1995.0,"Goofy Movie, A",3.0,17
240,Hideaway (1995),Thriller,240,1995.0,Hideaway,2.375,4
241,Fluke (1995),Children|Drama,241,1995.0,Fluke,4.0,1
242,Farinelli: il castrato (1994),Drama|Musical,242,1994.0,Farinelli: il castrato,3.6,5
243,Gordy (1995),Children|Comedy|Fantasy,243,1995.0,Gordy,3.0,1
246,Hoop Dreams (1994),Documentary,246,1994.0,Hoop Dreams,4.293103448275862,29
247,Heavenly Creatures (1994),Crime|Drama,247,1994.0,Heavenly Creatures,3.9285714285714284,21
248,Houseguest (1994),Comedy,248,1994.0,Houseguest,3.176470588235294,17
249,Immortal Beloved (1994),Drama|Romance,249,1994.0,Immortal Beloved,3.7222222222222223,18
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,250,1995.0,Heavyweights (Heavy Weights),2.5,6
251,"Hunted, The (1995)",Action,251,1995.0,"Hunted, The",3.0,3
252,I.Q. (1994),Comedy|Romance,252,1994.0,I.Q.,3.453488372093023,43
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,253,1994.0,Interview with the Vampire: The Vampire Chronicles,3.458715596330275,109
254,Jefferson in Paris (1995),Drama,254,1995.0,Jefferson in Paris,3.0,1
255,"Jerky Boys, The (1995)",Comedy,255,1995.0,"Jerky Boys, The",2.0714285714285716,7
256,Junior (1994),Comedy|Sci-Fi,256,1994.0,Junior,2.8285714285714287,35
257,Just Cause (1995),Mystery|Thriller,257,1995.0,Just Cause,3.5,14
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,258,1995.0,"Kid in King Arthur's Court, A",2.6,10
259,Kiss of Death (1995),Crime|Drama|Thriller,259,1995.0,Kiss of Death,3.2,5
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,260,1977.0,Star Wars: Episode IV - A New Hope,4.231075697211155,251
261,Little Women (1994),Drama,261,1994.0,Little Women,3.880952380952381,42
262,"Little Princess, A (1995)",Children|Drama,262,1995.0,"Little Princess, A",3.9047619047619047,21
263,Ladybird Ladybird (1994),Drama,263,1994.0,Ladybird Ladybird,4.0,1
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,265,1992.0,Like Water for Chocolate (Como agua para chocolate),3.9393939393939394,33
266,Legends of the Fall (1994),Drama|Romance|War|Western,266,1994.0,Legends of the Fall,3.3970588235294117,68
267,Major Payne (1995),Comedy,267,1995.0,Major Payne,2.9411764705882355,17
269,My Crazy Life (Mi vida loca) (1993),Drama,269,1993.0,My Crazy Life (Mi vida loca),3.0,2
270,Love Affair (1994),Drama|Romance,270,1994.0,Love Affair,3.4,5
271,Losing Isaiah (1995),Drama,271,1995.0,Losing Isaiah,3.5,4
272,"Madness of King George, The (1994)",Comedy|Drama,272,1994.0,"Madness of King George, The",3.7580645161290325,31
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,273,1994.0,Mary Shelley's Frankenstein (Frankenstein),2.9464285714285716,28
274,Man of the House (1995),Comedy,274,1995.0,Man of the House,2.9285714285714284,7
275,Mixed Nuts (1994),Comedy,275,1994.0,Mixed Nuts,2.0,6
276,Milk Money (1994),Comedy|Romance,276,1994.0,Milk Money,3.25,22
277,Miracle on 34th Street (1994),Drama,277,1994.0,Miracle on 34th Street,3.223684210526316,38
278,Miami Rhapsody (1995),Comedy,278,1995.0,Miami Rhapsody,1.5,2
279,My Family (1995),Drama,279,1995.0,My Family,3.0,2
280,Murder in the First (1995),Drama|Thriller,280,1995.0,Murder in the First,4.076923076923077,13
281,Nobody's Fool (1994),Comedy|Drama|Romance,281,1994.0,Nobody's Fool,3.7857142857142856,14
282,Nell (1994),Drama,282,1994.0,Nell,3.3375,40
283,New Jersey Drive (1995),Crime|Drama,283,1995.0,New Jersey Drive,3.6666666666666665,3
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,284,1993.0,New York Cop (Nyû Yôku no koppu),4.5,1
285,Beyond Bedlam (1993),Drama|Horror,285,1993.0,Beyond Bedlam,4.0,1
287,Nina Takes a Lover (1994),Comedy|Romance,287,1994.0,Nina Takes a Lover,3.0,1
288,Natural Born Killers (1994),Action|Crime|Thriller,288,1994.0,Natural Born Killers,3.233695652173913,92
289,Only You (1994),Comedy|Romance,289,1994.0,Only You,3.5625,8
290,Once Were Warriors (1994),Crime|Drama,290,1994.0,Once Were Warriors,4.035714285714286,14
291,Poison Ivy II (1996),Drama|Thriller,291,1996.0,Poison Ivy II,2.3333333333333335,3
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,292,1995.0,Outbreak,3.4257425742574257,101
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,293,1994.0,Léon: The Professional (a.k.a. The Professional) (Léon),4.018796992481203,133
294,"Perez Family, The (1995)",Comedy|Romance,294,1995.0,"Perez Family, The",3.0,2
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,295,1995.0,"Pyromaniac's Love Story, A",3.0,1
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,296,1994.0,Pulp Fiction,4.197068403908795,307
298,Pushing Hands (Tui shou) (1992),Drama,298,1992.0,Pushing Hands (Tui shou),2.0,1
299,Priest (1994),Drama,299,1994.0,Priest,4.0,4
300,Quiz Show (1994),Drama,300,1994.0,Quiz Show,3.5185185185185186,81
301,Picture Bride (Bijo photo) (1994),Drama|Romance,301,1994.0,Picture Bride (Bijo photo),4.0,1
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,302,1994.0,"Queen Margot (Reine Margot, La)",3.2,5
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,303,1995.0,"Quick and the Dead, The",2.953125,32
304,Roommates (1995),Comedy|Drama,304,1995.0,Roommates,3.6666666666666665,3
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,305,1994.0,Ready to Wear (Pret-A-Porter),2.8333333333333335,9
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,306,1994.0,Three Colors: Red (Trois couleurs: Rouge),4.21875,16
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,307,1993.0,Three Colors: Blue (Trois couleurs: Bleu),3.8958333333333335,24
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,308,1994.0,Three Colors: White (Trzy kolory: Bialy),4.025,20
310,Rent-a-Kid (1995),Comedy,310,1995.0,Rent-a-Kid,3.0,1
311,Relative Fear (1994),Horror|Thriller,311,1994.0,Relative Fear,3.0,1
312,Stuart Saves His Family (1995),Comedy,312,1995.0,Stuart Saves His Family,1.4444444444444444,9
313,"Swan Princess, The (1994)",Animation|Children,313,1994.0,"Swan Princess, The",3.3333333333333335,3
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,314,1994.0,"Secret of Roan Inish, The",3.75,16
315,"Specialist, The (1994)",Action|Drama|Thriller,315,1994.0,"Specialist, The",3.0789473684210527,38
316,Stargate (1994),Action|Adventure|Sci-Fi,316,1994.0,Stargate,3.375,140
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,317,1994.0,"Santa Clause, The",3.2037037037037037,81
318,"Shawshank Redemption, The (1994)",Crime|Drama,318,1994.0,"Shawshank Redemption, The",4.429022082018927,317
319,Shallow Grave (1994),Comedy|Drama|Thriller,319,1994.0,Shallow Grave,3.6,20
320,Suture (1993),Film-Noir|Thriller,320,1993.0,Suture,3.0,1
